locality,lga_name,abs_lga_code,regional_group,category,subcategory,display_name,poi_count
ST ARNAUD,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,public_transport,bus_stop,Bus Stop,2
ST ARNAUD,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,public_transport,platform,Public Transport Platform,1
ST ARNAUD,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,public_transport,stop_position,Public Transport Stop Position,2
ST ARNAUD,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,recreation,nature_reserve,Nature Reserve,6
ST ARNAUD,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,recreation,park,Park,27
ST ARNAUD,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,recreation,playground,Playground,8
ST ARNAUD,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,recreation,sports_centre,Sports Centre,2
ST ARNAUD,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,shopping,convenience_store,Convenience Store,1
ST ARNAUD,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,shopping,supermarket,Supermarket,2
ST ARNAUD EAST,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,recreation,nature_reserve,Nature Reserve,9
ST ARNAUD NORTH,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,recreation,nature_reserve,Nature Reserve,2
ST GERMAINS,GREATER SHEPPARTON,22830,Goulburn,recreation,nature_reserve,Nature Reserve,2
ST HELENS,MOYNE,25490,Great South Coast,recreation,nature_reserve,Nature Reserve,2
ST LEONARDS,GREATER GEELONG,22750,Barwon,education,school,School,2
ST LEONARDS,GREATER GEELONG,22750,Barwon,healthcare,pharmacy,Pharmacy,1
ST LEONARDS,GREATER GEELONG,22750,Barwon,public_transport,bus_stop,Bus Stop,3
ST LEONARDS,GREATER GEELONG,22750,Barwon,public_transport,stop_position,Public Transport Stop Position,1
ST LEONARDS,GREATER GEELONG,22750,Barwon,recreation,nature_reserve,Nature Reserve,3
ST LEONARDS,GREATER GEELONG,22750,Barwon,recreation,park,Park,14
ST LEONARDS,GREATER GEELONG,22750,Barwon,recreation,playground,Playground,12
ST LEONARDS,GREATER GEELONG,22750,Barwon,shopping,convenience_store,Convenience Store,1
ST LEONARDS,GREATER GEELONG,22750,Barwon,shopping,supermarket,Supermarket,1
STACEYS BRIDGE,WELLINGTON,26810,Gippsland,recreation,nature_reserve,Nature Reserve,2
STAFFORDSHIRE REEF,GOLDEN PLAINS,22490,Central Highlands,recreation,nature_reserve,Nature Reserve,2
STAGHORN FLAT,INDIGO,23350,Ovens Murray,recreation,nature_reserve,Nature Reserve,1
STAGHORN FLAT,WODONGA,27170,Ovens Murray,public_transport,bus_stop,Bus Stop,1
STAGHORN FLAT,WODONGA,27170,Ovens Murray,recreation,nature_reserve,Nature Reserve,2
STANHOPE,CAMPASPE,21370,Loddon Campaspe,education,school,School,2
STANHOPE,CAMPASPE,21370,Loddon Campaspe,public_transport,bus_stop,Bus Stop,2
STANHOPE,CAMPASPE,21370,Loddon Campaspe,recreation,park,Park,4
STANLEY,INDIGO,23350,Ovens Murray,recreation,nature_reserve,Nature Reserve,8
STANLEY,INDIGO,23350,Ovens Murray,recreation,park,Park,1
STAUGHTON VALE,GREATER GEELONG,22750,Barwon,education,school,School,4
STAUGHTON VALE,GREATER GEELONG,22750,Barwon,recreation,nature_reserve,Nature Reserve,2
STAWELL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,community,town_hall,Town Hall,1
STAWELL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,education,school,School,10
STAWELL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,healthcare,clinic,Clinic,2
STAWELL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,healthcare,hospital,Hospital,2
STAWELL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,healthcare,pharmacy,Pharmacy,1
STAWELL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,public_transport,bus_stop,Bus Stop,52
STAWELL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,public_transport,platform,Public Transport Platform,2
STAWELL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,public_transport,railway_station,Railway Station,1
STAWELL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,public_transport,stop_position,Public Transport Stop Position,2
STAWELL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,recreation,garden,Garden,4
STAWELL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,recreation,nature_reserve,Nature Reserve,27
STAWELL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,recreation,park,Park,36
STAWELL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,recreation,playground,Playground,11
STAWELL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,recreation,sports_centre,Sports Centre,8
STAWELL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,shopping,convenience_store,Convenience Store,3
STAWELL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,shopping,supermarket,Supermarket,3
STEIGLITZ,GOLDEN PLAINS,22490,Central Highlands,recreation,nature_reserve,Nature Reserve,1
STEWARTON,BENALLA,21010,Ovens Murray,recreation,nature_reserve,Nature Reserve,1
STOCKDALE,WELLINGTON,26810,Gippsland,recreation,nature_reserve,Nature Reserve,2
STOCKYARD HILL,PYRENEES,25990,Central Highlands,recreation,nature_reserve,Nature Reserve,4
STONEHAVEN,GOLDEN PLAINS,22490,Central Highlands,recreation,nature_reserve,Nature Reserve,2
STONY CREEK (FOSTER),SOUTH GIPPSLAND,26170,Gippsland,recreation,nature_reserve,Nature Reserve,2
STONY CREEK (FOSTER),SOUTH GIPPSLAND,26170,Gippsland,recreation,sports_centre,Sports Centre,4
STONYFORD,COLAC OTWAY,21750,Barwon,recreation,nature_reserve,Nature Reserve,1
STRADBROKE,WELLINGTON,26810,Gippsland,recreation,nature_reserve,Nature Reserve,1
STRATFORD,WELLINGTON,26810,Gippsland,community,community_centre,Community Centre,2
STRATFORD,WELLINGTON,26810,Gippsland,community,library,Library,1
STRATFORD,WELLINGTON,26810,Gippsland,education,kindergarten,Kindergarten,1
STRATFORD,WELLINGTON,26810,Gippsland,education,school,School,4
STRATFORD,WELLINGTON,26810,Gippsland,healthcare,pharmacy,Pharmacy,1
STRATFORD,WELLINGTON,26810,Gippsland,public_transport,bus_stop,Bus Stop,4
STRATFORD,WELLINGTON,26810,Gippsland,public_transport,platform,Public Transport Platform,2
STRATFORD,WELLINGTON,26810,Gippsland,public_transport,railway_station,Railway Station,1
STRATFORD,WELLINGTON,26810,Gippsland,public_transport,stop_position,Public Transport Stop Position,4
STRATFORD,WELLINGTON,26810,Gippsland,recreation,nature_reserve,Nature Reserve,8
STRATFORD,WELLINGTON,26810,Gippsland,recreation,park,Park,12
STRATFORD,WELLINGTON,26810,Gippsland,recreation,playground,Playground,10
STRATFORD,WELLINGTON,26810,Gippsland,recreation,sports_centre,Sports Centre,2
STRATFORD,WELLINGTON,26810,Gippsland,shopping,supermarket,Supermarket,1
STRATH CREEK,MURRINDINDI,25620,Goulburn,recreation,nature_reserve,Nature Reserve,2
STRATHBOGIE,STRATHBOGIE,26430,Goulburn,education,school,School,2
STRATHBOGIE,STRATHBOGIE,26430,Goulburn,recreation,nature_reserve,Nature Reserve,11
STRATHDALE,GREATER BENDIGO,22620,Loddon Campaspe,education,kindergarten,Kindergarten,2
STRATHDALE,GREATER BENDIGO,22620,Loddon Campaspe,healthcare,clinic,Clinic,1
STRATHDALE,GREATER BENDIGO,22620,Loddon Campaspe,public_transport,bus_stop,Bus Stop,25
STRATHDALE,GREATER BENDIGO,22620,Loddon Campaspe,recreation,garden,Garden,8
STRATHDALE,GREATER BENDIGO,22620,Loddon Campaspe,recreation,park,Park,24
STRATHDALE,GREATER BENDIGO,22620,Loddon Campaspe,recreation,playground,Playground,8
STRATHDALE,GREATER BENDIGO,22620,Loddon Campaspe,recreation,sports_centre,Sports Centre,2
STRATHDOWNIE,GLENELG,22410,Great South Coast,community,community_centre,Community Centre,2
STRATHDOWNIE,GLENELG,22410,Great South Coast,recreation,nature_reserve,Nature Reserve,26
STRATHDOWNIE,GLENELG,22410,Great South Coast,recreation,park,Park,2
STRATHFIELDSAYE,GREATER BENDIGO,22620,Loddon Campaspe,community,community_centre,Community Centre,2
STRATHFIELDSAYE,GREATER BENDIGO,22620,Loddon Campaspe,education,childcare,Childcare Centre,2
STRATHFIELDSAYE,GREATER BENDIGO,22620,Loddon Campaspe,education,kindergarten,Kindergarten,8
STRATHFIELDSAYE,GREATER BENDIGO,22620,Loddon Campaspe,education,school,School,4
STRATHFIELDSAYE,GREATER BENDIGO,22620,Loddon Campaspe,healthcare,pharmacy,Pharmacy,1
STRATHFIELDSAYE,GREATER BENDIGO,22620,Loddon Campaspe,public_transport,bus_stop,Bus Stop,46
STRATHFIELDSAYE,GREATER BENDIGO,22620,Loddon Campaspe,public_transport,stop_position,Public Transport Stop Position,1
STRATHFIELDSAYE,GREATER BENDIGO,22620,Loddon Campaspe,recreation,garden,Garden,4
STRATHFIELDSAYE,GREATER BENDIGO,22620,Loddon Campaspe,recreation,nature_reserve,Nature Reserve,8
STRATHFIELDSAYE,GREATER BENDIGO,22620,Loddon Campaspe,recreation,park,Park,32
STRATHFIELDSAYE,GREATER BENDIGO,22620,Loddon Campaspe,recreation,playground,Playground,9
STRATHFIELDSAYE,GREATER BENDIGO,22620,Loddon Campaspe,shopping,convenience_store,Convenience Store,2
STRATHFIELDSAYE,GREATER BENDIGO,22620,Loddon Campaspe,shopping,supermarket,Supermarket,1
STRATHMERTON,MOIRA,24900,Goulburn,community,community_centre,Community Centre,2
STRATHMERTON,MOIRA,24900,Goulburn,education,school,School,2
STRATHMERTON,MOIRA,24900,Goulburn,recreation,park,Park,2
STRATHMERTON,MOIRA,24900,Goulburn,recreation,sports_centre,Sports Centre,4
STRATHMERTON,MOIRA,24900,Goulburn,shopping,convenience_store,Convenience Store,1
STREATHAM,ARARAT,20260,Central Highlands,community,community_centre,Community Centre,1
STREATHAM,ARARAT,20260,Central Highlands,recreation,nature_reserve,Nature Reserve,4
STREATHAM,ARARAT,20260,Central Highlands,recreation,park,Park,2
STREATHAM,ARARAT,20260,Central Highlands,recreation,playground,Playground,2
STUART MILL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,community,community_centre,Community Centre,2
STUART MILL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,recreation,nature_reserve,Nature Reserve,11
STUART MILL,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,recreation,playground,Playground,2
SUGGAN BUGGAN,EAST GIPPSLAND,22110,Gippsland,recreation,nature_reserve,Nature Reserve,2
SULKY,BALLARAT,20570,Central Highlands,public_transport,bus_stop,Bus Stop,3
SULKY,HEPBURN,22910,Central Highlands,public_transport,bus_stop,Bus Stop,6
SUMMERLANDS,BASS COAST,20740,Gippsland,public_transport,bus_stop,Bus Stop,1
SUMMERLANDS,BASS COAST,20740,Gippsland,recreation,garden,Garden,52
SUNDERLAND BAY,BASS COAST,20740,Gippsland,public_transport,bus_stop,Bus Stop,2
SUNSET STRIP,BASS COAST,20740,Gippsland,public_transport,bus_stop,Bus Stop,1
SUNSET STRIP,BASS COAST,20740,Gippsland,recreation,park,Park,2
SUNSET STRIP,BASS COAST,20740,Gippsland,recreation,playground,Playground,2
SURF BEACH,BASS COAST,20740,Gippsland,public_transport,bus_stop,Bus Stop,2
SURF BEACH,BASS COAST,20740,Gippsland,recreation,nature_reserve,Nature Reserve,1
SURF BEACH,BASS COAST,20740,Gippsland,recreation,park,Park,2
SURF BEACH,BASS COAST,20740,Gippsland,recreation,playground,Playground,2
SUTHERLAND,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,recreation,nature_reserve,Nature Reserve,2
SUTTON GRANGE,MOUNT ALEXANDER,25430,Loddon Campaspe,community,community_centre,Community Centre,2
SUTTON GRANGE,MOUNT ALEXANDER,25430,Loddon Campaspe,recreation,park,Park,2
SWAN BAY,GREATER GEELONG,22750,Barwon,recreation,nature_reserve,Nature Reserve,1
SWAN HILL,SWAN HILL,26610,Mallee,community,community_centre,Community Centre,2
SWAN HILL,SWAN HILL,26610,Mallee,community,library,Library,1
SWAN HILL,SWAN HILL,26610,Mallee,community,town_hall,Town Hall,4
SWAN HILL,SWAN HILL,26610,Mallee,education,college,College,2
SWAN HILL,SWAN HILL,26610,Mallee,education,kindergarten,Kindergarten,2
SWAN HILL,SWAN HILL,26610,Mallee,education,school,School,16
SWAN HILL,SWAN HILL,26610,Mallee,healthcare,clinic,Clinic,2
SWAN HILL,SWAN HILL,26610,Mallee,healthcare,doctor,Doctor,2
SWAN HILL,SWAN HILL,26610,Mallee,healthcare,hospital,Hospital,2
SWAN HILL,SWAN HILL,26610,Mallee,healthcare,pharmacy,Pharmacy,1
SWAN HILL,SWAN HILL,26610,Mallee,public_transport,bus_stop,Bus Stop,49
SWAN HILL,SWAN HILL,26610,Mallee,public_transport,platform,Public Transport Platform,2
SWAN HILL,SWAN HILL,26610,Mallee,public_transport,railway_station,Railway Station,1
SWAN HILL,SWAN HILL,26610,Mallee,public_transport,station,Public Transport Station,2
SWAN HILL,SWAN HILL,26610,Mallee,public_transport,stop_position,Public Transport Stop Position,6
SWAN HILL,SWAN HILL,26610,Mallee,recreation,garden,Garden,2
SWAN HILL,SWAN HILL,26610,Mallee,recreation,park,Park,48
SWAN HILL,SWAN HILL,26610,Mallee,recreation,playground,Playground,18
SWAN HILL,SWAN HILL,26610,Mallee,recreation,sports_centre,Sports Centre,16
SWAN HILL,SWAN HILL,26610,Mallee,shopping,convenience_store,Convenience Store,1
SWAN HILL,SWAN HILL,26610,Mallee,shopping,supermarket,Supermarket,5
SWAN REACH,EAST GIPPSLAND,22110,Gippsland,education,school,School,2
SWAN REACH,EAST GIPPSLAND,22110,Gippsland,public_transport,bus_stop,Bus Stop,4
SWAN REACH,EAST GIPPSLAND,22110,Gippsland,recreation,nature_reserve,Nature Reserve,2
SWAN REACH,EAST GIPPSLAND,22110,Gippsland,shopping,convenience_store,Convenience Store,1
SWANPOOL,BENALLA,21010,Ovens Murray,community,community_centre,Community Centre,2
SWANPOOL,BENALLA,21010,Ovens Murray,education,school,School,2
SWANPOOL,BENALLA,21010,Ovens Murray,recreation,nature_reserve,Nature Reserve,4
SWANPOOL,BENALLA,21010,Ovens Murray,shopping,convenience_store,Convenience Store,1
SWANWATER WEST,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,recreation,nature_reserve,Nature Reserve,2
SWIFTS CREEK,EAST GIPPSLAND,22110,Gippsland,community,community_centre,Community Centre,1
SWIFTS CREEK,EAST GIPPSLAND,22110,Gippsland,community,town_hall,Town Hall,2
SWIFTS CREEK,EAST GIPPSLAND,22110,Gippsland,education,childcare,Childcare Centre,1
SWIFTS CREEK,EAST GIPPSLAND,22110,Gippsland,education,school,School,1
SWIFTS CREEK,EAST GIPPSLAND,22110,Gippsland,public_transport,bus_stop,Bus Stop,1
SWIFTS CREEK,EAST GIPPSLAND,22110,Gippsland,recreation,playground,Playground,1
SWIFTS CREEK,EAST GIPPSLAND,22110,Gippsland,recreation,sports_centre,Sports Centre,4
TABBERABBERA,EAST GIPPSLAND,22110,Gippsland,recreation,nature_reserve,Nature Reserve,1
TABILK,STRATHBOGIE,26430,Goulburn,recreation,nature_reserve,Nature Reserve,7
TABOR,SOUTHERN GRAMPIANS,26260,Great South Coast,recreation,nature_reserve,Nature Reserve,1
TABOR,SOUTHERN GRAMPIANS,26260,Great South Coast,recreation,park,Park,4
TAGGERTY,MURRINDINDI,25620,Goulburn,community,community_centre,Community Centre,2
TAGGERTY,MURRINDINDI,25620,Goulburn,public_transport,bus_stop,Bus Stop,2
TAGGERTY,MURRINDINDI,25620,Goulburn,recreation,nature_reserve,Nature Reserve,7
TAGGERTY,MURRINDINDI,25620,Goulburn,recreation,park,Park,2
TAHARA,GLENELG,22410,Great South Coast,recreation,park,Park,2
TAHARA BRIDGE,GLENELG,22410,Great South Coast,recreation,nature_reserve,Nature Reserve,1
TALBOT,CENTRAL GOLDFIELDS,21670,Loddon Campaspe,education,kindergarten,Kindergarten,2
TALBOT,CENTRAL GOLDFIELDS,21670,Loddon Campaspe,education,school,School,2
TALBOT,CENTRAL GOLDFIELDS,21670,Loddon Campaspe,public_transport,platform,Public Transport Platform,1
TALBOT,CENTRAL GOLDFIELDS,21670,Loddon Campaspe,public_transport,railway_station,Railway Station,1
TALBOT,CENTRAL GOLDFIELDS,21670,Loddon Campaspe,public_transport,stop_position,Public Transport Stop Position,2
TALBOT,CENTRAL GOLDFIELDS,21670,Loddon Campaspe,recreation,nature_reserve,Nature Reserve,12
TALBOT,CENTRAL GOLDFIELDS,21670,Loddon Campaspe,recreation,park,Park,6
TALBOT,CENTRAL GOLDFIELDS,21670,Loddon Campaspe,recreation,playground,Playground,1
TALBOT,CENTRAL GOLDFIELDS,21670,Loddon Campaspe,recreation,sports_centre,Sports Centre,2
TALGARNO,TOWONG,26670,Ovens Murray,community,town_hall,Town Hall,2
TALGARNO,TOWONG,26670,Ovens Murray,education,school,School,2
TALGARNO,TOWONG,26670,Ovens Murray,recreation,nature_reserve,Nature Reserve,2
TALLANDOON,TOWONG,26670,Ovens Murray,recreation,nature_reserve,Nature Reserve,2
TALLANGATTA,TOWONG,26670,Ovens Murray,community,library,Library,1
TALLANGATTA,TOWONG,26670,Ovens Murray,community,town_hall,Town Hall,2
TALLANGATTA,TOWONG,26670,Ovens Murray,education,school,School,6
TALLANGATTA,TOWONG,26670,Ovens Murray,healthcare,hospital,Hospital,2
TALLANGATTA,TOWONG,26670,Ovens Murray,healthcare,pharmacy,Pharmacy,1
TALLANGATTA,TOWONG,26670,Ovens Murray,public_transport,bus_stop,Bus Stop,1
TALLANGATTA,TOWONG,26670,Ovens Murray,public_transport,stop_position,Public Transport Stop Position,1
TALLANGATTA,TOWONG,26670,Ovens Murray,recreation,nature_reserve,Nature Reserve,2
TALLANGATTA,TOWONG,26670,Ovens Murray,recreation,park,Park,10
TALLANGATTA,TOWONG,26670,Ovens Murray,recreation,playground,Playground,2
TALLANGATTA,TOWONG,26670,Ovens Murray,shopping,supermarket,Supermarket,1
TALLANGATTA SOUTH,TOWONG,26670,Ovens Murray,recreation,nature_reserve,Nature Reserve,6
TALLANGATTA VALLEY,TOWONG,26670,Ovens Murray,community,town_hall,Town Hall,2
TALLANGATTA VALLEY,TOWONG,26670,Ovens Murray,recreation,nature_reserve,Nature Reserve,3
TALLAROOK,MITCHELL,24850,Goulburn,education,school,School,2
TALLAROOK,MITCHELL,24850,Goulburn,public_transport,platform,Public Transport Platform,4
TALLAROOK,MITCHELL,24850,Goulburn,public_transport,railway_station,Railway Station,1
TALLAROOK,MITCHELL,24850,Goulburn,public_transport,stop_position,Public Transport Stop Position,2
TALLAROOK,MITCHELL,24850,Goulburn,recreation,garden,Garden,4
TALLAROOK,MITCHELL,24850,Goulburn,recreation,nature_reserve,Nature Reserve,9
TALLAROOK,MITCHELL,24850,Goulburn,recreation,park,Park,4
TALLAROOK,MITCHELL,24850,Goulburn,shopping,convenience_store,Convenience Store,2
TALLYGAROOPNA,GREATER SHEPPARTON,22830,Goulburn,education,school,School,2
TALLYGAROOPNA,GREATER SHEPPARTON,22830,Goulburn,recreation,park,Park,6
TALLYGAROOPNA,GREATER SHEPPARTON,22830,Goulburn,recreation,playground,Playground,2
TAMBO UPPER,EAST GIPPSLAND,22110,Gippsland,education,school,School,2
TAMBOON,EAST GIPPSLAND,22110,Gippsland,recreation,nature_reserve,Nature Reserve,3
TAMINICK,BENALLA,21010,Ovens Murray,recreation,nature_reserve,Nature Reserve,4
TAMLEUGH,STRATHBOGIE,26430,Goulburn,recreation,nature_reserve,Nature Reserve,3
TAMLEUGH NORTH,GREATER SHEPPARTON,22830,Goulburn,recreation,nature_reserve,Nature Reserve,2
TANGAMBALANGA,INDIGO,23350,Ovens Murray,education,childcare,Childcare Centre,2
TANGAMBALANGA,INDIGO,23350,Ovens Murray,education,school,School,2
TANGAMBALANGA,INDIGO,23350,Ovens Murray,healthcare,pharmacy,Pharmacy,1
TANGAMBALANGA,INDIGO,23350,Ovens Murray,public_transport,bus_stop,Bus Stop,1
TANGAMBALANGA,INDIGO,23350,Ovens Murray,recreation,nature_reserve,Nature Reserve,1
TANGAMBALANGA,INDIGO,23350,Ovens Murray,recreation,park,Park,4
TANGAMBALANGA,INDIGO,23350,Ovens Murray,recreation,playground,Playground,2
TANJIL,BAW BAW,20830,Gippsland,recreation,nature_reserve,Nature Reserve,3
TANJIL SOUTH,BAW BAW,20830,Gippsland,education,school,School,2
TANJIL SOUTH,BAW BAW,20830,Gippsland,recreation,nature_reserve,Nature Reserve,1
TANJIL SOUTH,LATROBE,23810,Gippsland,recreation,nature_reserve,Nature Reserve,2
TANWOOD,PYRENEES,25990,Central Highlands,recreation,nature_reserve,Nature Reserve,1
TANYBRYN,COLAC OTWAY,21750,Barwon,education,school,School,2
TANYBRYN,COLAC OTWAY,21750,Barwon,public_transport,bus_stop,Bus Stop,1
TARADALE,MOUNT ALEXANDER,25430,Loddon Campaspe,education,school,School,2
TARADALE,MOUNT ALEXANDER,25430,Loddon Campaspe,public_transport,platform,Public Transport Platform,2
TARADALE,MOUNT ALEXANDER,25430,Loddon Campaspe,recreation,nature_reserve,Nature Reserve,2
TARADALE,MOUNT ALEXANDER,25430,Loddon Campaspe,recreation,park,Park,4
TARADALE,MOUNT ALEXANDER,25430,Loddon Campaspe,recreation,playground,Playground,4
TARCOMBE,STRATHBOGIE,26430,Goulburn,recreation,nature_reserve,Nature Reserve,2
TARNAGULLA,LODDON,23940,Loddon Campaspe,education,school,School,2
TARNAGULLA,LODDON,23940,Loddon Campaspe,public_transport,platform,Public Transport Platform,2
TARNAGULLA,LODDON,23940,Loddon Campaspe,public_transport,stop_position,Public Transport Stop Position,2
TARNAGULLA,LODDON,23940,Loddon Campaspe,recreation,playground,Playground,1
TARRANYURK,HINDMARSH,22980,Wimmera Southern Mallee,public_transport,bus_stop,Bus Stop,1
TARRAWINGEE,WANGARATTA,26700,Ovens Murray,community,town_hall,Town Hall,2
TARRAWINGEE,WANGARATTA,26700,Ovens Murray,recreation,nature_reserve,Nature Reserve,3
TARRAWINGEE,WANGARATTA,26700,Ovens Murray,recreation,sports_centre,Sports Centre,2
TARRINGTON,SOUTHERN GRAMPIANS,26260,Great South Coast,education,school,School,2
TARRINGTON,SOUTHERN GRAMPIANS,26260,Great South Coast,public_transport,bus_stop,Bus Stop,1
TARRINGTON,SOUTHERN GRAMPIANS,26260,Great South Coast,recreation,playground,Playground,1
TARRINGTON,SOUTHERN GRAMPIANS,26260,Great South Coast,recreation,sports_centre,Sports Centre,2
TARWIN,SOUTH GIPPSLAND,26170,Gippsland,recreation,nature_reserve,Nature Reserve,1
TARWIN LOWER,SOUTH GIPPSLAND,26170,Gippsland,community,community_centre,Community Centre,4
TARWIN LOWER,SOUTH GIPPSLAND,26170,Gippsland,education,school,School,2
TARWIN LOWER,SOUTH GIPPSLAND,26170,Gippsland,recreation,nature_reserve,Nature Reserve,10
TARWIN LOWER,SOUTH GIPPSLAND,26170,Gippsland,recreation,park,Park,4
TARWIN LOWER,SOUTH GIPPSLAND,26170,Gippsland,recreation,playground,Playground,2
TARWIN LOWER,SOUTH GIPPSLAND,26170,Gippsland,shopping,supermarket,Supermarket,1
TATONG,BENALLA,21010,Ovens Murray,community,community_centre,Community Centre,2
TATONG,BENALLA,21010,Ovens Murray,public_transport,bus_stop,Bus Stop,1
TATONG,BENALLA,21010,Ovens Murray,recreation,nature_reserve,Nature Reserve,4
TATURA,GREATER SHEPPARTON,22830,Goulburn,community,community_centre,Community Centre,5
TATURA,GREATER SHEPPARTON,22830,Goulburn,community,library,Library,2
TATURA,GREATER SHEPPARTON,22830,Goulburn,community,social_facility,Social Facility,2
TATURA,GREATER SHEPPARTON,22830,Goulburn,education,kindergarten,Kindergarten,4
TATURA,GREATER SHEPPARTON,22830,Goulburn,education,school,School,4
TATURA,GREATER SHEPPARTON,22830,Goulburn,healthcare,dentist,Dentist,2
TATURA,GREATER SHEPPARTON,22830,Goulburn,healthcare,doctor,Doctor,4
TATURA,GREATER SHEPPARTON,22830,Goulburn,healthcare,hospital,Hospital,2
TATURA,GREATER SHEPPARTON,22830,Goulburn,healthcare,pharmacy,Pharmacy,2
TATURA,GREATER SHEPPARTON,22830,Goulburn,public_transport,bus_stop,Bus Stop,1
TATURA,GREATER SHEPPARTON,22830,Goulburn,recreation,nature_reserve,Nature Reserve,3
TATURA,GREATER SHEPPARTON,22830,Goulburn,recreation,park,Park,26
TATURA,GREATER SHEPPARTON,22830,Goulburn,recreation,playground,Playground,9
TATURA,GREATER SHEPPARTON,22830,Goulburn,recreation,sports_centre,Sports Centre,4
TATURA,GREATER SHEPPARTON,22830,Goulburn,shopping,convenience_store,Convenience Store,2
TATURA,GREATER SHEPPARTON,22830,Goulburn,shopping,supermarket,Supermarket,4
TATYOON,ARARAT,20260,Central Highlands,community,community_centre,Community Centre,4
TATYOON,ARARAT,20260,Central Highlands,recreation,nature_reserve,Nature Reserve,2
TATYOON,ARARAT,20260,Central Highlands,recreation,sports_centre,Sports Centre,2
TAWONGA,ALPINE,20110,Ovens Murray,community,town_hall,Town Hall,2
TAWONGA,ALPINE,20110,Ovens Murray,education,school,School,2
TAWONGA,ALPINE,20110,Ovens Murray,public_transport,bus_stop,Bus Stop,2
TAWONGA,ALPINE,20110,Ovens Murray,recreation,nature_reserve,Nature Reserve,3
TAWONGA,ALPINE,20110,Ovens Murray,recreation,park,Park,4
TAWONGA,ALPINE,20110,Ovens Murray,recreation,sports_centre,Sports Centre,1
TAWONGA,ALPINE,20110,Ovens Murray,shopping,convenience_store,Convenience Store,2
TAWONGA SOUTH,ALPINE,20110,Ovens Murray,public_transport,bus_stop,Bus Stop,1
TAWONGA SOUTH,ALPINE,20110,Ovens Murray,public_transport,stop_position,Public Transport Stop Position,1
TEAL POINT,GANNAWARRA,22250,Mallee,recreation,nature_reserve,Nature Reserve,6
TEDDYWADDY,BULOKE,21270,Mallee,public_transport,bus_stop,Bus Stop,2
TEDDYWADDY,BULOKE,21270,Mallee,recreation,nature_reserve,Nature Reserve,2
TEDDYWADDY WEST,BULOKE,21270,Mallee,recreation,nature_reserve,Nature Reserve,2
TEESDALE,GOLDEN PLAINS,22490,Central Highlands,education,school,School,2
TEESDALE,GOLDEN PLAINS,22490,Central Highlands,recreation,nature_reserve,Nature Reserve,2
TEESDALE,GOLDEN PLAINS,22490,Central Highlands,recreation,park,Park,4
TEESDALE,GOLDEN PLAINS,22490,Central Highlands,recreation,playground,Playground,3
TEESDALE,GOLDEN PLAINS,22490,Central Highlands,shopping,convenience_store,Convenience Store,2
TELANGATUK EAST,HORSHAM,23190,Wimmera Southern Mallee,community,community_centre,Community Centre,2
TELANGATUK EAST,HORSHAM,23190,Wimmera Southern Mallee,recreation,nature_reserve,Nature Reserve,7
TELANGATUK EAST,HORSHAM,23190,Wimmera Southern Mallee,recreation,playground,Playground,2
TELOPEA DOWNS,WEST WIMMERA,26890,Wimmera Southern Mallee,recreation,nature_reserve,Nature Reserve,12
TEMPY,MILDURA,24780,Mallee,recreation,nature_reserve,Nature Reserve,7
TEMPY,YARRIAMBIACK,27630,Wimmera Southern Mallee,education,school,School,2
TEMPY,YARRIAMBIACK,27630,Wimmera Southern Mallee,public_transport,bus_stop,Bus Stop,2
TEMPY,YARRIAMBIACK,27630,Wimmera Southern Mallee,recreation,nature_reserve,Nature Reserve,4
